epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14208.6,0.82528,1.43771,1.03156,0.99041,0.95619,0.98079,0.94261,0.28652,0.34637,0.79221,0.000221889,0.000221889,0.000221889
2,26288.1,0.41584,0.49577,0.86275,0.99345,0.97029,0.98634,0.96241,0.22819,0.27082,0.78017,0.000414903,0.000414903,0.000414903
