epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1734.88,0.92968,1.72552,0.99727,0.95279,0.83335,0.93063,0.83344,0.45931,0.49653,0.81136,0.000221889,0.000221889,0.000221889
2,2341.61,0.48956,0.54461,0.85539,0.95938,0.87075,0.95377,0.88067,0.36771,0.38954,0.79603,0.000224332,0.000224332,0.000224332
